,Question,A,B,C,D,Answer
49,某物体在⽔平推⼒的作⽤下，由静⽌开始在⽔平地⾯上做匀加速直线运动，经过时间t1后，撤去⽔平推⼒，⼜经t2时间物体的速度减⼩为零，则在t1时间内⽔平推⼒与物体所受阻⼒的⼤⼩之⽐为,(t1+t2):t1,t2: (t1+t2),(t1+t2):t2,t2：t1,A
50,⼀⼩球从4m⾼处落下，被地⾯弹回，在1m⾼处被接住，则⼩球通过的路程和位移⼤⼩分别为,4m，3m,5m，5m,4m，1m,5m，3m,D
51,关于电磁感应，下列说法中正确的是,穿过线圈的磁通量变化越快，感应电动势越⼤,穿过线圈的磁通量变化越⼤，感应电动势越⼤,穿过线圈的磁通量越⼤，感应电动势越⼤,穿过线圈的磁通量为零，感应电动势⼀定为零,A
52,初温相同，质量也相同的⽔和铜块，吸收相等的热量后，再将铜块投⼊⽔中，则会出现,铜块吸热，⽔放热,⽔的内能传递到铜块上,铜块与⽔之间不发⽣热传递,铜块放热，⽔吸热,D
53,下列关于速度和加速度的说法中，正确的是,物体的速度变化越快，加速度越⼤,物体的速度为零时，加速度也为零,物体的速度变化量越⼤，加速度越⼤,物体的速度越⼤，加速度也越⼤,A
54,在点电荷Q所形成的电场中某点，放⼀电荷q受到的电场⼒为F，则下⾯说法正确的是,在该点放⼀个2q的电荷时，该点的电场强度变为原来的两倍,撤去电荷q，该点的电场强度为零,该点的电场强度为E=F/Q,该点的电场强度为E=F/q,D
55,男⼥⽣⼆重唱中，⼥⾼⾳和男中⾳的频率、波⻓和波速分别为f1、λ1、v1和f2、λ2、v2，它们之间的关系是,f1>f2，λ1<λ2，v1＝v2,f1>f2，λ1>λ2，v1>v2,f1<f2，λ1<λ2，v1<v2,以上说法都不正确,A
56,⼀个由静⽌开始做匀加速直线运动的物体，如果运动的第1s内的位移是2m，则物体在运动的第2s内的,8m,10.8m,4m,3m,A
57,起重机将质量为m的货物以恒定的加速度a竖直吊起，在上升⾼度h的过程中起重机对货物所做的功等于,m(g-a)h,m(g＋a)h,mah,mgh,B
58,近年来测重⼒加速度g值的⼀种⽅法叫“对称⾃由下落法”。具体做法是：将真空⻓直管沿竖直⽅向放置，⾃其中O点向上抛⼩球⼜落⾄原处所⽤时间为t2，在⼩球运动过程中经过⽐O点⾼h处，⼩球离开h处⾄⼜回到h处所⽤时间为t1，测得t1、t2、h，则重⼒加速度的表达式为,$8h/((t_2)^2 -(t_1)^2)$,$16h/((t_2)^2 -(t_1)^2)$,$2h/((t_2)^2 -(t_1)^2)$,$4h/((t_2)^2 -(t_1)^2)$,A
59,下列关于做功的说法正确的是,举重运动员把杠铃举过头顶后稳定3S的时间⾥，对杠铃做了功,猪⼋戒扶师⽗上⻢做了功,《⻄游记》中，沙和尚挑担千⾥，对⾏李担做功,⼩球沿⽔平⾯滚动过程中，重⼒和⽀持⼒均对⼩球做功,B
60,⼀物体静⽌在升降机的⽔平底板上，在升降机加速上升的过程中，下列说法正确的是,重⼒对物体做正功,底板对物体的⽀持⼒不做功,合外⼒对物体不做功,底板对物体的⽀持⼒做正功,D
61,我国⾃⾏研制发射的“⻛云⼀号”和“⻛云⼆号”⽓象卫星的⻜⾏轨道不同，“⻛云⼀号”是极地圆形轨道卫星，其轨道平⾯与⾚道平⾯垂直，周期为12 h ；“⻛云⼆号”是地球同步卫星，其轨道平⾯就是⾚道平⾯周期为24 h ，那么,“⻛云⼀号”线速度较⼩,“⻛云⼀号”离地⾯较⾼,若某时刻两卫星正好在某⼩岛上空，那么再过12 h ，他们⼜将同时到达该⼩岛上空,“⻛云⼆号”每时刻观察到的地球表⾯范围较⼤,D
62,两个互相垂直的⼒F1和F2同时作⽤在同⼀物体上，使物体由静⽌开始运动，物体在通过⼀段位移的过程中，⼒F1对物体做功8J，⼒F2对物体做功6J，则F1和F2的合⼒对物体做功为,7J,14J,10J,2J,B
63,物理学中引⼊了“质点”、“单摆”、“理想⽓体”等概念，从科学⽅法上来说属于,控制变量,等效替代,类比,理想模型,D
64,汽⻋从平直公路驶上⼀斜坡，牵引⼒逐渐增⼤⽽输出功率保持不变，则在此过程的初始阶段，汽⻋的,加速度逐渐减⼩，速度逐渐减⼩,加速度逐渐减⼩，速度逐渐增⼤,加速度逐渐增⼤，速度逐渐增⼤,加速度逐渐增⼤，速度逐渐减⼩,A
65,两个相同的单摆静⽌于平衡位置，使摆球分别以⽔平初速V1、V2 （ V1>V2）在竖直平⾯内做⼩⻆度摆动，它们的频率与振幅分别为f1，f2和A1，A2，则 ,f1>f2， A1=A2,f1<f2， A1=A2,f1=f2， A1>A2,f1=f2， A1<A2,C
66,⻢拉⻋由静⽌开始做直线运动，先加速运动，中间匀速运动⼀段时间，然后减速⾄停⽌。下列说法正确的是,加速运动时，⻢向前拉⻋的⼒⼤于⻋向后拉⻢的⼒,只有匀速运动时，⻢向前拉⻋与⻋向后拉⻢的⼒⼤⼩相等,加速运动时，⻢向前拉⻋的⼒⼩于⻋向后拉⻢的⼒,在整个运动过程中，⻢向前拉⻋与⻋向后拉⻢的⼒⼤⼩始终相等,D
67,⽕⻋轨道在转弯处外轨⾼于内轨，其⾼度差由转弯半径与⽕⻋速度确定。若在某转弯处规定⾏驶的速度为v，则下列说法中正确的是：A 当以v的速度通过此弯路时，⽕⻋重⼒与轨道⾯⽀持⼒的合⼒提供向⼼⼒ B 当以v的速度通过此弯路时，⽕⻋重⼒、轨道⾯⽀持⼒和外轨对轮缘弹⼒的合⼒提供向⼼⼒ C 当速度⼤于v时，轮缘挤压外轨 D 当速度⼩于v时，轮缘挤压外轨,BC,BD,AC,AD,C
68,真空中有两个距离保持不变的点电荷，若将它们各⾃的电量都增⼤到原来的3倍，则两电荷之间相互作⽤的静电⼒将增⼤到原来的,3倍,9倍,6倍,1倍,B
69,下列说法符合实际的是,在⼈造卫星上对地球进⾏拍摄是利⽤紫外线有较好的分辨能⼒,在⼈造卫星上对地球进⾏拍摄是利⽤红外线有较好的穿透云雾烟尘的能⼒,医院⾥常⽤红外线对病房和⼿术室消毒,医院⾥常⽤X射线对病房和⼿术室消毒,B
70,物体作初速度为零的匀加速直线运动，下列说法中正确的是,在任意两个连续相等时间内的速度都相等,在任意两个连续相等时间内的位移都相等,第1s内、第2s内、第3s内的位移之⽐是1：3：5,前1s、前2s、前3s的位移之⽐是1：3：5,C
71,做加速直线运动的物体，依次通过A、B、C三点，时间t_AB=3t_BC，已知该物体在AB段的平均速度⼤ ⼩为2m/s，在BC段的平均速度⼤⼩为4m/s，那么，物体在AC段的平均速度⼤⼩为,2.5m/s,3m/s,3.33m/s,3.5m/s,A
72,根据⽜顿运动定律，下列表述正确的是,外⼒停⽌作⽤后，物体由于惯性会停⽌,⼒是改变物体运动状态的原因,物体做匀速直线运动时，所受合外⼒不为零,⼒是维持物体运动的原因,B
73,“⻛云”⼆号卫星发送回地⾯的红外云图是由卫星上设置的可以接收云层辐射的红外线的感应器完成的，云图上的⿊⽩程度是由辐射红外线的云层的温度⾼低决定的，这是利⽤了红外线的,热效应,化学效应,穿透性,可⻅性,A
74,敦煌曲⼦词中有这样的诗句：“满眼⻛波多闪烁，看⼭恰似⾛来迎，仔细看⼭⼭不动，是船⾏”。其中“看⼭恰似⾛来迎”和“是船⾏”所选的参考系分别是,河岸和流⽔,地⾯和⼭,船和⼭,⼭和船,C
75,下列说法中正确的是,⼦弹以速度v从枪⼝射出，v是指平均速度,平均速率即为平均速度的⼤⼩,瞬时速率是指瞬时速度的⼤⼩,⽕⻋以速度v经过某⼀段路，v是指瞬时速度,C
76,⽔平桌⾯上⼀重200⽜的物体，与桌⾯间的滑动摩擦系数为0.2，当依次⽤15N，30N，80N的⽔平拉⼒拉此物体时，物体受到的摩擦⼒依次为：（设最⼤静摩擦⼒等于滑动摩擦 ）,0N， 15N，15N；,15N，40N，40N,15N，30N，40N；,0N， 20N，40N；,C
77,声波能绕过某⼀建筑物传播⽽光波却不能绕过该建筑物，这是因为,声波波⻓较⻓，光波波⻓很短,声波波速较⼩，光波波速很⼤,声波振幅⼤，光波振幅⼩,声波是纵波，光波是横波,A
78,下⾯四种情况中，能在空⽓和⽔的界⾯上发⽣全反射的是,光从空⽓射向⽔，⼊射⻆⼩于临界⻆,光从⽔射向空⽓，⼊射⻆⼤于临界⻆,光从空⽓射向⽔，⼊射⻆⼤于临界⻆,光从⽔射向空⽓，⼊射⻆⼩于临界⻆,B
79,在伦敦奥运会上，我国选⼿陈⼀冰在吊环⽐赛中以完美的表现却意外只摘得银牌，但他的⼤度赢得了所有⼈的尊重，成为⼤家⼼⽬中的冠军。⽐赛中他先双⼿撑住吊环，然后身体下移，双臂缓慢张开，此时连接吊环的绳索与竖直⽅向的夹⻆为a。已知他的体重为G，吊环和绳索的重⼒不计。则每条绳索的张⼒为,Gcos(a)/2,G/2cos(a),G/2sin(a),Gsin(a)/2,B
80,⼩王参加劳动，需要把⼀批相同的物品搬上七楼，每次搬的物品都相同。第⼀次搬上楼⽤了3分钟，克服重⼒做功w1，功率p1；第⼆次搬上楼⽤了2分钟，克服重⼒做功w2，功率p2 ，⽐较两次上楼克服重⼒做功⼤⼩、功率⼤⼩，正确的是,w1<w2,p1>p2,p1<p2,w1>w2,C
81,分⼦间的相互作⽤⼒由引⼒与斥⼒共同产⽣，并随着分⼦间距的变化⽽变化，则,分⼦间相互作⽤⼒随分⼦间距的减⼩⽽增⼤,分⼦间相互作⽤⼒随分⼦间距的增⼤⽽增⼤,分⼦间斥⼒随分⼦间距的减⼩⽽增⼤,分⼦间引⼒随分⼦间距的增⼤⽽增⼤,C
82,教练员分析运动员百⽶赛跑的全程录象带，测得运动员在第1s内的位移是8m，前7s跑了63m，跑到终点共⽤了10s，则,运动员在百⽶终点冲刺速度为10m/s,运动员在全程内的平均速度是10m/s,运动员在第7s末的瞬时速度是9m/s,运动员在第1s末的瞬时速度是8m/s,B
83,我们知道：多数汽油机是由吸⽓、压缩、做功、排⽓四个冲程的不断循环来连续⼯作的。关于压缩冲程的作⽤，下列说法正确的是,将废⽓排出缸外,完成对外做功,压缩燃料和空⽓的混合物,吸进汽油和空⽓的混合物,C
84,观察者站在铁道旁，⼀辆以某⼀速度运动的⽕⻋向观察者迎⾯驶来，同时发出汽笛声，下⾯判断中正确的是,传向观察者的声波的速度越来越⼤,观察者感觉汽笛声的频率越来越⾼,传向观察者的声波的频率变低,传向观察者的声波的波⻓变短,D
85,⼀束单⾊光斜射到厚平板玻璃的⼀个表⾯上，经两次折射后从玻璃板另⼀个表⾯射出，出射光线相对于⼊射光线侧移了⼀段距离。在下列情况下，出射光线侧移距离最⼤的是,紫光以45度的⼊射⻆⼊射,红光以45度的⼊射⻆⼊射,红光以30度的⼊射⻆⼊射,紫光以30度的⼊射⻆⼊射,A
86,下列各组物理量单位中，全属于国际单位制中基本单位的是,kg、T、N,kg、A、s,N、A、s,kg、V、m／s,B
87,⼩球由地⾯竖直上抛，上升的最⼤⾼度为H，设所受阻⼒⼤⼩恒定，地⾯为零势能⾯。在上升⾄离地⾼度h处，⼩球的动能是势能的2倍，在下落⾄离⾼度h处，⼩球的势能是动能的2倍，则h等于,4H/9,2H/9,H/9,3H/9,A
88,伽利略的理想实验指出了,⼒是产⽣运动和维持物体运动的原因,⼀切物体都具有惯性,维持物体运动不需要⼒的作⽤,⼒是使物体产⽣加速度的原因,C
89,弹簧振⼦的振动周期为0.4 s时，当振⼦从平衡位置开始向右运动，经1.26 s时振⼦做的是,振⼦正向右做减速运动,振⼦正向左做加速运动,振⼦正向右做加速运动,振⼦正向左做减速运动,A
90,通常司机都使⽤低速挡启动汽⻋，这样操作主要是为了,能在发动机输出功率不太⼤的情况下获得较⼤的驱动⼒,为了使汽⻋能很快获得速度,启动时⻋速慢⼀些⽐较安全,这是驾⻋操作规程规定的，不能违反,A
91,⽤电热壶烧⽔时，⽔沸腾后，从壶嘴⾥冒出“⽩⽓”；夏天打开冰棒纸时，可以看到冰棒周围也出现“⽩⽓”。以下说法正确的是,这两种“⽩⽓”都是⽔蒸⽓液化形成的,在这两种“⽩⽓”形成的过程中，都需要吸收热量,壶嘴⾥冒出的“⽩⽓”是⽔沸腾时产⽣的⽔蒸⽓,冰棒周围的“⽩⽓”是冰棒发⽣升华形成的⽔蒸⽓,A
92,太阳光中包含的某种紫外线的频率为f1，VCD影碟机中读取光盘数字信号的红⾊激光的频率为f2，⼈体透视使⽤的X光的频率为f3，则下列结论正确的是,红⾊激光是原⼦的外层电⼦受激发产⽣的,紫外线是原⼦的内层电⼦受激发产⽣的,这三种频率的⼤⼩关系是f1<f2<f3,X光是原⼦核受激发产⽣的,A
93,⼀艘轮船以速度15m/s匀速运动，它所受到的阻⼒为1.2×107N，发动机的实际功率是,1.8×10^5 kW,9.0×10^4 kW,8.0×10^4 kW,8.0×10^3 kW,A
94,有两个共点⼒，⼤⼩分别是30 N和40 N. 如果它们之间的夹⻆是90°，那么这两个⼒合⼒的⼤⼩是,0,80N,110N,50N,D
95,下列关于质点的说法中，正确的是,体积很⼩的物体都可看成质点,不论物体的质量多⼤，只要物体的尺⼨对所研究的问题没有影响或影响可以不略不计，就可以看成质点,质量很⼩的物体都可看成质点,只有低速运动的物体才可看成质点，⾼速运动的物体不可看作质点,B
96,A物体的质量是B物体质量的5倍，A从h⾼处、B从2h⾼处同时⾃由落下，在落地之前，以下说法正确的,各⾃下落1m时，它们速度不同,下落1s末，它们的速度相同,A加速度⼤于B加速度,下落过程中同⼀时刻A速度⼤于B速度,B
97,亚⾥⼠多德对“⼒到底如何决定运动”这个问题的回答是：⼒决定物体的运动速度。他认为，要⻢⻋跑得更快，就要⽤更多的⻢去拉，或更强的⻢去拉。所以，⼒越⼤速度越⼤，⼒越⼩速度越⼩，没有⼒时，速度就为零（静⽌不动）。对亚⾥⼠多德的观点有以下⼏种看法，其中正确的是,亚⾥⼠多德的观点完全正确，⼒决定物体的运动速度,物体速度⼤⼩不是由⼒来决定，没有⼒物体照样运动,物体受到的⼒和物体的质量是决定物体速度⼤⼩的两个因素,没有⼒物体不会运动，但运动物体的速度⼤⼩不是由⼒来决定的,B
98,下列⼏种表述中，涉及到的计时数据，指时间的是,2011年9⽉29⽇21时16分03秒，“天宫⼀号”在酒泉卫星发射中⼼发射升空,1997年7⽉1⽇零时中国对⾹港恢复⾏使主权,中央电视台新闻联播节⽬⽤时30分钟,北京奥运会开幕式于2008年8⽉8⽇晚8时开始,B
99,质量10g、以0.70km/s⻜⾏的⼦弹与质量60kg、以10m/s奔跑的运动员相⽐,⼦弹的动能较⼤,⼆者的动能⼀样⼤,⽆法⽐较它们的动能,运动员的动能较⼤,D
100,下列事例中属于静电应⽤的有,⻜机机轮⽤导电橡胶制成,织地毯时夹⼀些不锈钢丝,油罐⻋拖⼀条铁链,静电复印,D
101,甲、⼄两个溜冰者质量分别为48 kg和50 kg，甲⼿⾥拿着质量为2 kg的球，两⼈均以2 m/s的速率在光滑的冰⾯上沿同⼀直线相向滑⾏，甲将球传给⼄，⼄再将球传给甲，这样抛接⼏次后，球⼜回到甲的⼿⾥，⼄的速度为零，则甲的速度的⼤⼩为,4m/s,0,2m/s,⽆法确定,B
102,将⼀段⻓L＝0.2m、通有电流I＝2.5A的直导线放⼊磁感应强度为B的磁场中，则关于其所受安培⼒F的说法正确的是,当F为最⼤值时，通电导线⼀定与B平⾏,若B＝4T，则F⼀定为2N,若B＝2T，则F可能为1N,若F＝0，则B也⼀定为零,C
103,跳远时，跳在沙坑⾥⽐跳在⽔泥地上安全，这是由于,⼈跳在沙坑受到的冲⼒⽐跳在⽔泥地上的⼩,⼈跳在沙坑的动量⽐跳在⽔泥地上的⼩,⼈跳在沙坑受到的冲量⽐跳在⽔泥地上的⼩,⼈跳在沙坑的动量变化⽐跳在⽔泥地上的⼩,A
